Hidden Layers,Train MSE,Val MSE,R2
1,0.5779067993164062,0.5776664614677429,0.41479840708529714
2,0.8444058179855347,0.8427720904350281,0.10088758870459502
3,0.9663930177688599,0.9659668207168579,0.026631452622311036
4,0.9913942575454712,0.9914067625999451,0.0042353113667447095
