Hidden Layers,Train MSE,Val MSE,R2
1,0.27871676087379454,0.2838673710823059,0.7128983075584041
2,0.166504567861557,0.18104413747787476,0.7627827002005393
3,0.03826146423816681,0.047463414072990415,0.7670139463210378
4,0.04324839115142822,0.04731781780719757,0.7562526584895527
