Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.41718263626098634,0.8033763289451599,0.5214501559734345,0.7656589958158995,0.74
2,0.07488002628087997,0.9908244252204895,0.8776055455207825,0.7789853556485355,0.795
3,0.008242418244481086,1.0,1.553898239135742,0.7647838214783822,0.8025
4,0.0019684081082232295,1.0,2.0823724269866943,0.7656311018131101,0.785
