Hidden Layers,Train MSE,Val MSE,R2
1,0.3090087413787842,0.3107117712497711,0.6873272169057683
2,0.25624121725559235,0.2643952786922455,0.7189432207445938
3,0.24309000968933106,0.25323818624019623,0.740289621852825
4,0.2405165046453476,0.2552520662546158,0.7347701206201884
