Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.6363021492958069,0.6822371363639832,0.6405581951141357,0.67889470013947,0.6775
2,0.6741363286972046,0.6419851422309876,0.6728700995445251,0.6530753138075314,0.66
3,0.6886064291000367,0.5325228095054626,0.6906873106956481,0.5187168758716876,0.535
4,0.6907965183258057,0.5260575175285339,0.690540862083435,0.5228905160390516,0.5375
