Hidden Layers,Train MSE,Val MSE,R2
1,0.2897428750991821,0.2953563392162323,0.7054271676712658
2,0.26685590744018556,0.2728428363800049,0.7227633188419706
3,0.26117691993713377,0.2662373423576355,0.7245111336702063
4,0.25542770624160765,0.261967870593071,0.7340922314332562
