Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.4490305960178375,0.788574481010437,0.5274061977863311,0.7564748953974896,0.75
2,0.3385822355747223,0.8484186887741089,0.5789516150951386,0.7539644351464434,0.7625
3,0.25776042342185973,0.8874052882194519,0.7152002573013305,0.7531485355648535,0.77
4,0.21378656029701232,0.9128432393074035,0.8084187865257263,0.7547977684797769,0.755
