Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.4755100607872009,0.7746052861213684,0.5341989815235137,0.7556520223152023,0.7425
2,0.4460257053375244,0.7869054317474365,0.5680983483791351,0.7414609483960948,0.7475
3,0.4428649604320526,0.7912864923477173,0.555128401517868,0.7448082287308229,0.7525
4,0.4480638861656189,0.7956638932228088,0.5750284492969513,0.7339539748953975,0.7775
