Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.645509147644043,0.6390795469284057,0.6424428224563599,0.6721896792189679,0.6425
2,0.6838045001029969,0.554005253314972,0.681260633468628,0.5888110181311018,0.5925
3,0.6911943793296814,0.5200217247009278,0.6881621360778809,0.5446408647140866,0.6
4,0.6931673169136048,0.5112645566463471,0.6916107654571533,0.5337831241283124,0.465
