Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.46199058294296264,0.7791934013366699,0.5108296275138855,0.7589958158995815,0.7475
2,0.3737266957759857,0.8298585891723633,0.5174395084381104,0.763992329149233,0.755
3,0.17755492627620698,0.9516227841377258,0.6369707584381104,0.7531345885634588,0.7925
4,0.07840674221515656,0.9912417531013489,0.7507282495498657,0.7656136680613669,0.79
