Hidden Layers,Train MSE,Val MSE,R2
1,0.5749635338783264,0.575092875957489,0.4879112833868179
2,0.839877438545227,0.8400614738464356,0.1724918322592126
3,0.9601638793945313,0.9605658411979675,0.03985518127442622
4,0.9927327036857605,0.9926770925521851,0.004395048996368112
