Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.45645871758461,0.782735276222229,0.5354055345058442,0.7606659693165969,0.745
2,0.3707618236541748,0.8317368388175964,0.5539827525615693,0.7564818688981869,0.7575
3,0.32542728185653685,0.8567563772201539,0.6284309267997742,0.7514853556485356,0.755
4,0.3199994206428528,0.858422827720642,0.7096029877662658,0.7464644351464436,0.76
