Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.32929117838965294,0.8546708811261731,0.5581002295017242,0.7556276150627614,0.7725
2,0.11368463084758862,0.9680954553354189,0.8547688364982605,0.7722977684797769,0.7675
3,0.023995999042158295,0.9937443517553006,1.4280154705047607,0.7681241283124127,0.7675
4,0.026925306973410085,0.9908246437261037,1.5174099206924438,0.7631415620641562,0.785
