Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.4431836724281311,0.7871161341667176,0.5219159603118897,0.7648256624825662,0.7425
2,0.2562128096818924,0.8980387449264526,0.5929059028625489,0.7639888423988843,0.7525
3,0.043573397397995,0.9954121232032775,1.2965358018875122,0.7723012552301255,0.7725
4,0.011807939782738686,0.998957896232605,1.7686424493789672,0.7581276150627615,0.79
