Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.6578464031219482,0.6309315323829651,0.6595205545425415,0.6247559274755928,0.705
2,0.6888396739959717,0.5819490790367127,0.6880727529525756,0.5737482566248256,0.5575
3,0.7021950364112854,0.541287362575531,0.7001744508743286,0.5604253835425383,0.5325
4,0.7089519739151001,0.525222223997116,0.7084977149963378,0.5087203626220362,0.5475
