Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.3531157672405243,0.8457053780555726,0.5337790131568909,0.7564818688981869,0.77
2,0.020436299592256547,0.9993745803833007,1.1095084309577943,0.777308228730823,0.7875
3,0.0026386027922853826,1.0,1.9234749317169189,0.7714679218967921,0.795
4,0.0007211465039290488,1.0,2.3451445579528807,0.7689679218967921,0.785
