Hidden Layers,Train MSE,Val MSE,R2
1,0.34236338138580324,0.3446622729301453,0.6504070980137842
2,0.30282500982284544,0.30733540654182434,0.6920776968063475
3,0.2995525419712067,0.3050448179244995,0.6945038230087401
4,0.3019500732421875,0.3128870964050293,0.6939274315815873
