Hidden Layers,Train MSE,Val MSE,R2
1,0.5981565356254578,0.5665371894836426,0.4181184028210585
2,0.8410423755645752,0.8239096641540528,0.20642300707000982
3,0.9713993668556213,0.9626394629478454,0.03745125867205845
4,0.9961331486701965,0.9953885316848755,0.014319564098438708
