Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.6483917713165284,0.6428349733352661,0.6590223789215088,0.6188005578800558,0.5975
2,0.6817236065864563,0.5921628475189209,0.683870506286621,0.5729532775453277,0.5475
3,0.6899219036102295,0.5464939594268798,0.6904904842376709,0.5404044630404463,0.5425
4,0.690830135345459,0.5352339625358582,0.69189954996109,0.5303835425383542,0.535
