Hidden Layers,Train MSE,Val MSE,R2
1,0.2798495411872864,0.28507500886917114,0.7132500420394731
2,0.2129984825849533,0.2281523674726486,0.7621058017701263
3,0.19222962260246276,0.21712206900119782,0.7730453378461452
4,0.18964498043060302,0.21639952361583709,0.7684227292526582
