Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.41661897897720335,0.8035846710205078,0.5219830274581909,0.7639923291492329,0.735
2,0.07179077789187431,0.991658627986908,0.8987818002700806,0.7789818688981869,0.7925
3,0.008050144463777543,1.0,1.6205920219421386,0.7639539748953974,0.7825
4,0.0022698873886838554,1.0,2.027305746078491,0.7656345885634588,0.7675
