Hidden Layers,Train MSE,Val MSE,R2
1,0.5796330094337463,0.57976233959198,0.4878922667349077
2,0.8488757252693176,0.8490598320960998,0.17246610917511596
3,0.9733975291252136,0.9737996459007263,0.03984574250821915
4,1.010323166847229,1.0102675795555114,0.004392643248582462
