Hidden Layers,Train MSE,Val MSE,R2
1,0.2971279859542847,0.30009926557540895,0.6985742581624204
2,0.2528771638870239,0.2590604066848755,0.7362235409766336
3,0.2376670151948929,0.24667284190654754,0.7456095949698748
4,0.22790875732898713,0.23885773122310638,0.7531669751319092
