Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.0867585301399231,0.1584984302520752,0.08570612668991089,0.16166666666666668,0.7525
2,0.06734034419059753,0.1699687123298645,0.10078011751174927,0.15,0.7575
3,0.06317293047904968,0.17330552339553834,0.10291991233825684,0.155,0.7525
4,0.06578822135925293,0.1728884220123291,0.087961345911026,0.16166666666666668,0.7775
