Hidden Layers,Train MSE,Val MSE,R2
1,0.29753537774086,0.3027348697185516,0.6959867217275169
2,0.23711017966270448,0.24699135422706603,0.7441433053229385
3,0.20498596727848054,0.22544889152050018,0.7657441859718014
4,0.1994211792945862,0.22435384392738342,0.7633448231858816
