Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.6531534552574157,0.6309315323829651,0.6548275828361512,0.6247559274755928,0.705
2,0.6797156929969788,0.5819490790367127,0.6789484143257141,0.5737482566248256,0.5575
3,0.6888209104537963,0.541287362575531,0.6868000030517578,0.5604253835425383,0.5325
4,0.5534493684768677,0.4133472263813019,0.5521648287773132,0.41583333333333333,0.4975
