Hidden Layers,Train MSE,Val MSE,R2
1,0.3225693583488464,0.3250924050807953,0.6619638552053619
2,0.27205829620361327,0.2771450698375702,0.7128238410074883
3,0.26177204847335817,0.269881135225296,0.720731178037045
4,0.26077093482017516,0.2710268974304199,0.7271026505206879
