Hidden Layers,Train MSE,Val MSE,R2
1,0.282199501991272,0.2870932161808014,0.7137644497121587
2,0.2107473284006119,0.2280423551797867,0.7634621528180765
3,0.1875050485134125,0.2142520636320114,0.7730483031321489
4,0.18140526115894318,0.21327538192272186,0.7781513462539122
