Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.42034279704093935,0.8000425815582275,0.5222392857074738,0.7506624825662482,0.7425
2,0.1165243849158287,0.9781041502952575,0.7392050385475158,0.7714679218967923,0.7875
3,0.018325133249163628,0.9997916698455811,1.2941426992416383,0.7697977684797769,0.785
4,0.007093324698507786,1.0,1.621507167816162,0.7639609483960949,0.785
