Hidden Layers,Train Loss,Train Acc,Val Loss,Val Acc,Test Acc
1,0.6531545519828796,0.6309315323829651,0.6548287510871887,0.6247559274755928,0.705
2,0.6797165989875793,0.5819490790367127,0.678949522972107,0.5737482566248256,0.5575
3,0.6888213396072388,0.541287362575531,0.6868005633354187,0.5604253835425383,0.5325
4,0.6913901090621948,0.525222223997116,0.6909359216690063,0.5087203626220362,0.5475
