Hidden Layers,Train MSE,Val MSE,R2
1,0.5580641150474548,0.5590165615081787,0.4750856051151763
2,0.8431721568107605,0.8459899187088012,0.1850004097992629
3,0.9483158349990845,0.9476706981658936,0.09133355682407607
4,0.9952695965766907,0.9954144120216369,-2.9098257640969294e-05
