Hidden Layers,Train MSE,Val MSE,R2
1,0.24449387715036863,0.254119211435318,0.735914251173718
2,0.21833596742045355,0.23421514630317689,0.7586797525404108
3,0.2035044254816934,0.22384733557701111,0.7658826934862932
4,0.19182883103303514,0.2199723243713379,0.780411595025548
