Hidden Layers,Train MSE,Val MSE,R2
1,0.2967163145542145,0.30149622559547423,0.6990936447224312
2,0.24014005064964294,0.2507500022649765,0.7366753841333442
3,0.22203046977519988,0.2377740442752838,0.7565362661226688
4,0.21677860617637634,0.23772996068000793,0.7579345132547988
